address;webSite;helpPhone;dimensions;coordinates
улица Барклая, дом 16 ;filevsky-park.mos.ru;+7 (499) 148-99-81;площадь (кв. м): 364;{type=Point, coordinates=[37.49698414484362, 55.74594167271672]}
Базовая улица, дом 2 ;vnukovo.mos.ru;+7 (495) 436-21-77;площадь (кв. м): 345;{type=Point, coordinates=[37.262747192320525, 55.61461020490633]}
Филёвский бульвар, дом 23;filevsky-park.mos.ru;+7 (499) 148-99-81;площадь (кв. м): 220;{type=Point, coordinates=[37.48183043782044, 55.76654216994111]}
Гольяновский проезд, дом 4А, ;basman.mos.ru;+7 (495) 607-42-68;площадь (кв. м): 440;{type=Point, coordinates=[37.70985438161468, 55.7768823575438]}
Кривоарбатский переулок, дом 19;arbat.mos.ru;+7 (499) 241-29-64;площадь (кв. м): 176;{type=Point, coordinates=[37.58905468593903, 55.74736241112449]}
2-я Филёвская улица, дом 6 ;filevsky-park.mos.ru;+7 (499) 148-99-81;площадь (кв. м): 200;{type=Point, coordinates=[37.496215898147554, 55.73749422107734]}
Голиковский переулок, дом 7;www.zmsk.ru;+7 (495) 620-28-15;площадь (кв. м): 448;{type=Point, coordinates=[37.62723022642014, 55.739209445848786]}
улица Полбина, дом 18;sch773uv.mskobr.ru;+7 (495) 353-33-86;площадь (кв. м): 1500;{type=Point, coordinates=[37.728270392105, 55.688642801726]}
Знаменская улица, дом 12/4;preobr.mos.ru;+7 (499) 161-31-61;площадь (кв. м): 1800;{type=Point, coordinates=[37.720846993747216, 55.80238305025302]}
Ленинский проспект, дом 121/1 ;avtodor.net;+7 (499) 128-17-63;площадь (кв. м): 380;{type=Point, coordinates=[37.488242446782365, 55.64891828353893]}
улица Лефортовский Вал, дом 24;lefortovo.mos.ru;+7 (495) 361-17-84;площадь (кв. м): 378;{type=Point, coordinates=[37.69702865166318, 55.75667774838747]}
Хабаровская улица, дом 18А;lyc1598v.mskobr.ru;+7 (495) 466-34-14;площадь (кв. м): 740;{type=Point, coordinates=[37.830059608508, 55.824218262144]}
Открытое шоссе, дом 24 ;sch1246v.mskobr.ru;+7 (499) 167-80-23;площадь (кв. м): 882;{type=Point, coordinates=[37.754558674937876, 55.81996197423184]}
Нагатинская улица, дом 24;nagatino-sadovniki.mos.ru;+7 (499) 612-07-46;площадь (кв. м): 180;{type=Point, coordinates=[37.657207615789375, 55.67715970166204]}
Северный бульвар, дом 17;otradnoe.mos.ru;+7 (495) 708-44-69;площадь (кв. м): 319.2;{type=Point, coordinates=[37.614836531707844, 55.86950620035068]}
улица Римского-Корсакова, дом 14;otradnoe.mos.ru;+7 (495) 708-44-69;площадь (кв. м): 300;{type=Point, coordinates=[37.60361849494004, 55.87276200404847]}
Киевская улица, дом 20;dorogomilovo.info;+7 (499) 249-45-27;площадь (кв. м): 300;{type=Point, coordinates=[37.54637346817555, 55.73913409473529]}
Кутузовский переулок, дом 3;dorogomilovo.info;+7 (499) 249-45-27;площадь (кв. м): 325;{type=Point, coordinates=[37.54231440287707, 55.740999817546836]}
улица Новинки, дом 19;nagatinsky-zaton.mos.ru;+7 (499) 614-76-21;площадь (кв. м): 798;{type=Point, coordinates=[37.673169045873024, 55.677851412780655]}
Красноказарменная площадь, дом 1;lefortovo.mos.ru;+7 (495) 361-17-84;площадь (кв. м): 448;{type=Point, coordinates=[37.68735833327894, 55.75843319673196]}
Большая Почтовая улица, дом 1/33 ;basman.mos.ru;+7 (495) 607-42-68;площадь (кв. м): 275;{type=Point, coordinates=[37.68717241982226, 55.773817013895304]}
Бережковская набережная, дом 12;dorogomilovo.info;+7 (499) 249-45-27;площадь (кв. м): 300;{type=Point, coordinates=[37.56401560803888, 55.73839877685732]}
Ясный проезд, дом 5;medvedkovo-juzhnoe.mos.ru;+7 (495) 473-15-65;площадь (кв. м): 200;{type=Point, coordinates=[37.62707305973227, 55.87270309473319]}
улица Маршала Новикова, дом 18;shukino.ru;+7 (499) 194-99-01;площадь (кв. м): 364.8;{type=Point, coordinates=[37.46000254358109, 55.806426028807536]}
Амурская улица, дом 25А;sch319v.mskobr.ru;+7 (495) 462-26-87;площадь (кв. м): 280;{type=Point, coordinates=[37.793249616794, 55.814891543199]}
Ленинградское шоссе, дом 8 ;voykovsky.mos.ru/;+7 (499) 156-20-02;площадь (кв. м): 450;{type=Point, coordinates=[37.50129659094616, 55.81714664301185]}
Берингов проезд, дом 3 ;sviblovo.mos.ru;+7 (499) 180-69-32;площадь (кв. м): 943;{type=Point, coordinates=[37.658806935801685, 55.85562477118621]}
улица Софьи Ковалевской, дом 2 ;dmitrovskiy.mos.ru;+7 (495) 486-71-20;площадь (кв. м): 389.2;{type=Point, coordinates=[37.53506936012894, 55.87712552515555]}
улица Лазо, дом 6;perovo.mos.ru;+7 (499) 553-90-96;площадь (кв. м): 1194;{type=Point, coordinates=[37.772176341878755, 55.744398435488314]}
Башиловская улица, дом 23 ;gbu-savelovskiy.ru/;+7 (495) 950-57-86;площадь (кв. м): 440.1;{type=Point, coordinates=[37.572612412583744, 55.80158589503313]}
улица Константина Федина, дом 2 ;sevizm.mos.ru;+7 (495) 652-09-68;площадь (кв. м): 510;{type=Point, coordinates=[37.79182436313877, 55.805398090615]}
проезд Черепановых, дом 64 ;gbu-koptevo.ru;+7 (495) 450-41-93;площадь (кв. м): 374.1;{type=Point, coordinates=[37.54821771294594, 55.845247189222974]}
4-й Вятский переулок, дом 16 ;tsgnashdom.ru/;+7 (495) 612-47-81;площадь (кв. м): 300;{type=Point, coordinates=[37.57070085382825, 55.800724993121335]}
Хорошёвское шоссе, дом 84 ;gbu-zhilishnik-horoshevsky.ru;+7 (495) 940-08-83;площадь (кв. м): 450;{type=Point, coordinates=[37.53956176705743, 55.77414436514104]}
Керамический проезд, дом 53 ;vost-degunino.mos.ru;+7 (499) 900-46-77;площадь (кв. м): 792.1;{type=Point, coordinates=[37.56555855976253, 55.876356480453325]}
улица Расковой, дом 1;begovoy.mos.ru/;+7 (495) 614-78-91;площадь (кв. м): 207;{type=Point, coordinates=[37.56956553767408, 55.78635155172038]}
Михалковская улица, дом 1/51;gbu-koptevo.ru;+7 (495) 450-41-93;площадь (кв. м): 216;{type=Point, coordinates=[37.536219328697115, 55.83644980860566]}
улица Тихомирова, дом 7;smedvedkovo.mos.ru;+7 (499) 476-77-86;площадь (кв. м): 274;{type=Point, coordinates=[37.64614971382521, 55.88503836402828]}
Ленинградское шоссе, дом 70;golovinskiy.mos.ru/;+7 (495) 456-06-81;площадь (кв. м): 799.5;{type=Point, coordinates=[37.47832549643891, 55.846692037126495]}
Краснопрудная улица, дом 1;krasnoselsky.mos.ru/;+7 (499) 264-48-37;площадь (кв. м): 216;{type=Point, coordinates=[37.65951866054068, 55.777596816640404]}
Путевой проезд, дом 12;gbualtuf.ru;+7 (499) 902-22-20;площадь (кв. м): 300;{type=Point, coordinates=[37.57906744864548, 55.87395753425926]}
улица Верхняя Масловка, дом 25 ;aeroport.mos.ru;+7 (499) 151-47-23;площадь (кв. м): 222.3;{type=Point, coordinates=[37.55772645307754, 55.79754588668429]}
Маленковская улица, дом 13/12;sokolniki.mos.ru/;+7 (495) 603-31-93;площадь (кв. м): 568;{type=Point, coordinates=[37.67556142506778, 55.788477664848585]}
5-я Парковая улица, дом 25;izmaylowo.mos.ru;+7 (495) 652-07-31;площадь (кв. м): 366;{type=Point, coordinates=[37.78746552394302, 55.795490308868935]}
2-я Квесисская улица, дом 23;gbu-savelovskiy.ru/;+7 (495) 950-57-86;площадь (кв. м): 247.8;{type=Point, coordinates=[37.57504461066625, 55.794350707390194]}
Смольная улица, дом 11;nashe-golovino.ru/munitsipalnye-byudzhetnye-uchrezhdeniya-1/;+7 (495) 452-17-35;площадь (кв. м): 300;{type=Point, coordinates=[37.498981781687036, 55.846158451448446]}
Коровинское шоссе, дом 6;beskudnikovo.mos.ru;+7 (499) 480-04-03;площадь (кв. м): 294;{type=Point, coordinates=[37.53877262498391, 55.869242967832875]}
Кустанайская улица, дом 5 ;zyablikovo.mos.ru;+7 (495) 396-15-76;площадь (кв. м): 600;{type=Point, coordinates=[37.75656400275239, 55.6189339608759]}
проезд Серебрякова, дом 7;sviblovo.mos.ru;+7 (499) 180-69-32;площадь (кв. м): 1190.4;{type=Point, coordinates=[37.64557454907598, 55.84853597316532]}
Ленинградский проспект, дом 14 ;begovoy.mos.ru;+7 (495) 612-74-60;площадь (кв. м): 396;{type=Point, coordinates=[37.57900194991067, 55.781350820769894]}
5-я Парковая улица, дом 37;izmaylowo.mos.ru;+7 (495) 652-07-31;площадь (кв. м): 400;{type=Point, coordinates=[37.786927466710495, 55.79971000712061]}
Ленинградский проспект, дом 44;aeroport.mos.ru;+7 (499) 151-47-23;площадь (кв. м): 271.7;{type=Point, coordinates=[37.547165653586625, 55.79487610376985]}
Литовский бульвар, дом 1;yasenevo.mos.ru;+7 (495) 422-02-33;площадь (кв. м): 870;{type=Point, coordinates=[37.53042513324184, 55.61461524770476]}
улица 800-летия Москвы, дом 3 ;vost-degunino.mos.ru;+7 (499) 900-46-33;площадь (кв. м): 361;{type=Point, coordinates=[37.55102227982342, 55.880212674574054]}
11-я Парковая улица, дом 37 ;izmaylowo.mos.ru;+7 (495) 652-07-31;площадь (кв. м): 345;{type=Point, coordinates=[37.80419370034227, 55.80105691724406]}
Дубнинская улица, дом 73 ;vost-degunino.mos.ru;+7 (499) 900-46-77;площадь (кв. м): 137;{type=Point, coordinates=[37.55622931862029, 55.880427831522766]}
Литовский бульвар, дом 3 ;yasenevo.mos.ru;+7 (495) 422-02-33;площадь (кв. м): 400;{type=Point, coordinates=[37.53353268563319, 55.616169202139915]}
Фестивальная улица, дом 27;levoberezhny.mos.ru/;+7 (495) 456-10-01;площадь (кв. м): 420;{type=Point, coordinates=[37.47914313863013, 55.85751016538652]}
2-й Хорошёвский проезд, дом 7А;gbu-zhilishnik-horoshevsky.ru;+7 (495) 940-08-83;площадь (кв. м): 375;{type=Point, coordinates=[37.534081513615774, 55.773429974009915]}
улица Зорге, дом 18 ;gbu-zhilishnik-horoshevsky.ru;+7 (495) 940-08-83;площадь (кв. м): 450;{type=Point, coordinates=[37.510368221565265, 55.78643361797453]}
7-я Парковая улица, дом 30/24;izmaylowo.mos.ru;+7 (495) 652-07-31;площадь (кв. м): 375;{type=Point, coordinates=[37.794842345577976, 55.80208441500633]}
проспект Мира, дом 118А;alekseevsky.mos.ru;+7 (495) 682-45-94;площадь (кв. м): 678;{type=Point, coordinates=[37.639688781065644, 55.81066009822967]}
Новогиреевская улица, дом 25;perovo.mos.ru;+7 (499) 553-90-96;площадь (кв. м): 332;{type=Point, coordinates=[37.79865878851968, 55.756258819416765]}
Знаменская улица, дом 12/4;preobr.mos.ru;+7 (499) 161-31-61;площадь (кв. м): 540;{type=Point, coordinates=[37.72142176868965, 55.80246680278983]}
Планетная улица, дом 40;aeroport.mos.ru/;+7 (499) 747-71-55;площадь (кв. м): 364;{type=Point, coordinates=[37.53930567006871, 55.80679124275885]}
Мастеровая улица, дом 4;perovo.mos.ru;+7 (499) 553-90-96;площадь (кв. м): 194;{type=Point, coordinates=[37.75609638509576, 55.74565426320307]}
Ленинградский проспект, дом 54 сооружение 1;aeroport.mos.ru;+7 (499) 151-47-23;площадь (кв. м): 400;{type=Point, coordinates=[37.5390736773367, 55.79838500704935]}
Уральская улица, дом 23 ;www.gbugol.com;+7 (495) 467-65-84;площадь (кв. м): 645;{type=Point, coordinates=[37.804973424794284, 55.824267263671956]}
Дубнинская улица, дом 15 ;vost-degunino.mos.ru;+7 (499) 900-46-77;площадь (кв. м): 543;{type=Point, coordinates=[37.56530939342889, 55.86072199241091]}
2-й Хорошёвский проезд, дом 5;gbu-zhilishnik-horoshevsky.ru;+7 (495) 940-08-83;площадь (кв. м): 200;{type=Point, coordinates=[37.53394965508648, 55.774344189357734]}
Нижняя улица, дом 11;begovoy.mos.ru/;+7 (495) 614-78-91;площадь (кв. м): 71;{type=Point, coordinates=[37.57544369790698, 55.77581332092867]}
3-й Нижнелихоборский проезд, дом 15/27;timmun.ru;+7 (499) 760-77-03;площадь (кв. м): 288;{type=Point, coordinates=[37.57217140216416, 55.84747253283793]}
Мастеровая улица, дом 2/6;perovo.mos.ru;+7 (499) 553-90-96;площадь (кв. м): 190.1;{type=Point, coordinates=[37.75982619372287, 55.74571021336587]}
Новая улица, дом 9;gbuzdegunino.ru;+7 (499) 488-99-54;площадь (кв. м): 218;{type=Point, coordinates=[37.512044410066295, 55.87675988904182]}
Пакгаузное шоссе, дом 1А;nashe-golovino.ru;+7 (495) 456-06-81;площадь (кв. м): 800;{type=Point, coordinates=[37.524933346408815, 55.84277550279728]}
Новая улица, дом 22;gbuzdegunino.ru;+7 (499) 488-99-54;площадь (кв. м): 112;{type=Point, coordinates=[37.51544102943015, 55.87695775409415]}
1-й Амбулаторный проезд, дом 5 ;aeroport.mos.ru;+7 (499) 151-47-23;площадь (кв. м): 325;{type=Point, coordinates=[37.53548471982511, 55.81088155924804]}
Новогиреевская улица, дом 29 ;perovo.mos.ru;+7 (499) 553-90-96;площадь (кв. м): 289;{type=Point, coordinates=[37.79890958799553, 55.75541794964023]}
бульвар Матроса Железняка, дом 13;gbu-koptevo.ru;+7 (495) 450-41-93;площадь (кв. м): 208;{type=Point, coordinates=[37.52480592303732, 55.82997030793749]}
Старый Зыковский проезд, дом 3;aeroport.mos.ru;+7 (499) 151-47-23;площадь (кв. м): 276;{type=Point, coordinates=[37.542966342225654, 55.80170969261639]}
Ленинградское шоссе, дом 108 ;levoberezhny.mos.ru/;+7 (495) 456-10-01;площадь (кв. м): 481.3;{type=Point, coordinates=[37.46898945899944, 55.861167236528175]}
Славянский бульвар, дом 9 ;fili-davydkovo.mos.ru;+7 (499) 146-48-80;площадь (кв. м): 1144;{type=Point, coordinates=[37.46919695163055, 55.72415823624314]}
Коптевский бульвар, дом 15;gbu-koptevo.ru;+7 (495) 450-41-93;площадь (кв. м): 450;{type=Point, coordinates=[37.5256340396511, 55.83121636206641]}
